31,5,-1,29,-12,85,29,14,18,23,0,-9,walking
23,11,34,21,-3,43,24,-24,61,25,4,11,walking
32,3,17,37,13,40,24,4,16,27,-3,7,walking
30,20,38,24,16,23,1,-17,48,16,-7,21,walking
33,10,-14,6,34,41,33,-11,22,26,-14,8,walking
8,21,32,34,12,29,0,-23,90,16,5,28,walking
24,12,16,4,19,35,-13,-8,71,8,-10,46,walking
19,14,31,40,2,13,52,10,5,30,21,7,walking
29,-22,13,11,8,30,0,21,27,0,-31,98,walking
31,10,16,30,-12,20,46,-1,6,75,25,-16,walking
12,-2,25,25,22,24,27,16,49,34,16,47,walking
40,-11,36,24,9,-8,38,8,-2,44,-1,28,walking
38,3,23,53,28,-17,36,28,11,26,27,40,walking
31,3,8,31,10,-11,26,23,-3,33,8,25,walking
31,5,15,32,10,5,27,24,14,27,17,42,walking
5,-3,67,26,0,5,26,19,-10,34,11,21,walking
10,-7,81,38,8,10,40,27,-10,41,26,26,walking
54,6,38,22,9,36,26,22,-11,39,19,4,walking
41,35,26,19,9,21,41,19,-1,41,25,11,walking
48,34,45,32,23,27,17,13,6,10,35,-7,walking
26,29,38,37,7,27,39,9,-1,34,26,0,walking
29,3,56,18,21,17,12,-6,28,27,18,-12,walking
24,13,57,2,-20,66,27,-7,7,24,17,0,walking
33,5,31,6,2,45,14,-11,38,22,16,-15,walking
35,30,28,29,16,43,6,-9,74,33,6,9,walking
42,18,1,27,20,50,1,-27,78,13,0,14,walking
15,34,-6,38,11,41,55,10,51,13,4,18,walking
9,2,13,17,28,27,17,25,34,1,1,33,walking
43,0,-12,11,8,14,21,31,11,-15,-24,54,walking
22,-3,38,39,7,20,48,25,28,37,17,57,walking
24,8,9,26,10,12,34,7,20,25,15,19,walking
16,-8,40,34,22,18,29,19,37,33,18,46,walking
40,6,8,28,9,5,36,22,3,50,12,17,walking
31,25,12,32,27,-7,38,28,10,31,22,34,walking
8,-11,55,23,7,8,28,23,-8,32,14,11,walking
7,7,33,40,5,-2,30,22,2,25,16,46,walking
20,-3,69,15,-11,42,27,16,-12,32,11,10,walking
43,-4,48,47,1,7,48,24,-15,28,21,22,walking
44,25,17,38,31,-7,29,-2,21,31,12,-1,walking
19,25,37,2,-13,66,34,-7,6,21,14,6,walking
49,6,19,2,-13,50,26,-5,23,26,4,1,walking
31,13,25,16,-2,54,40,-13,25,29,10,5,walking
24,3,23,33,18,7,30,9,17,31,0,20,walking
