mean_z,APF_x, APF_y, APF_z,VarAPF,STD_x, STD_y, STD_z,RMS_x, RMS_y, RMS_z,Corr_z_y,MinMax_x, MinMax_y, MinMax_z,type
-5.4,1,1,3,1.3333333333333333,121.14105644064507,46.121217098713544,14.12798640995949,6632.7,960.35,104.4,-0.021997137674550582,341,121,46,jumping
1.3,1,2,2,0.3333333333333333,121.94721080132264,20.12074661747035,48.99671190781865,6749.25,220.9,1081.15,-0.10993328702505595,372,57,164,jumping
1.3,1,2,2,0.3333333333333333,121.94721080132264,20.12074661747035,48.99671190781865,6749.25,220.9,1081.15,-0.10993328702505595,372,57,164,jumping
4.4,2,2,2,0,97.79962508448929,15.055822055861904,48.51162518178275,4757.15,103.45,1068.7,-0.41101757310810605,273,50,152,jumping
4.4,2,2,2,0,97.79962508448929,15.055822055861904,48.51162518178275,4757.15,103.45,1068.7,-0.41101757310810605,273,50,152,jumping
-9,2,1,1,0.3333333333333333,125.50701618280594,41.169568048903955,47.62352359916263,7088.45,1354.4,1061.1,0.5349727358259729,382,121,158,jumping
-9,2,1,1,0.3333333333333333,125.50701618280594,41.169568048903955,47.62352359916263,7088.45,1354.4,1061.1,0.5349727358259729,382,121,158,jumping
-2.6,2,1,3,1,125.26953163301744,56.716546674375955,33.909028623984824,7064.25,1447.55,520.8,0.31877376709019,332,151,100,jumping
-1,1,2,3,1,120.69539252920046,52.91880573104424,31.626290048347787,6592.3,1444.5,450.6,0.21709356934208354,357,170,107,jumping
-0.8,0,2,3,2.3333333333333335,114.994879113038,41.38706185378335,30.7455507169556,6018.0,783.3,425.7,0.8516258631164335,384,140,117,jumping
-0.8,0,2,3,2.3333333333333335,114.994879113038,41.38706185378335,30.7455507169556,6018.0,783.3,425.7,0.8516258631164335,384,140,117,jumping
-0.1,2,1,3,1,128.71695908292565,39.993888421996566,41.32378922068444,7465.75,720.5,768.45,0.08563769447792657,377,126,138,jumping
-0.1,2,1,3,1,128.71695908292565,39.993888421996566,41.32378922068444,7465.75,720.5,768.45,0.08563769447792657,377,126,138,jumping
-2.3,1,2,2,0.3333333333333333,123.6974804378273,30.67047077854818,51.02515719394372,6894.3,430.15,1174.25,0.6931568794453071,381,89,160,jumping
-7.2,1,2,2,0.3333333333333333,120.00999958336806,35.06248390770081,49.75450845010039,6523.4,567.8,1139.9,0.6600236351942073,377,112,162,jumping
-5.1,1,2,2,0.3333333333333333,120.66279920137404,34.412691457271016,51.89615699751872,6582.2,539.75,1224.95,0.611006873292774,377,112,162,jumping
-2.3,2,1,1,0.3333333333333333,99.63204526880116,39.38076236494723,37.92404690079018,4828.75,721.0,649.85,0.5780392874080127,304,120,122,jumping
-1.5,2,1,1,0.3333333333333333,117.51259979726052,41.1772590960917,39.235046691559944,6310.75,772.25,693.85,0.6465123649861435,366,120,130,jumping
-11.4,1,0,2,1,107.31034950605236,63.028741239391906,41.814936193768,5212.4,2004.0,851.8,0.6366725602195952,330,171,134,jumping
-11.4,1,0,2,1,107.31034950605236,63.028741239391906,41.814936193768,5212.4,2004.0,851.8,0.6366725602195952,330,171,134,jumping
15.6,1,2,1,0.3333333333333333,114.35369109332093,47.44868573288177,47.19745755864398,5889.35,1048.4,1124.1,0.8925078882210707,316,139,143,jumping
-6.4,2,0,3,2.3333333333333335,118.02542099056457,74.22944908263237,39.115782549304114,6309.0,2484.95,709.0,0.8888680747559805,349,221,129,jumping
-1.2,1,1,2,0.3333333333333333,109.80366316496206,65.81759305501497,55.96189179551862,5456.0,1979.8,1410.0,0.649952621550183,329,205,190,jumping
-11.6,1,1,2,0.3333333333333333,115.72668951744306,67.30535722445214,54.8355116082027,6027.2,2049.55,1420.4,0.7336170355161042,329,205,179,jumping
9,0,2,1,1,121.96944061708426,56.511650716172376,53.02619897539119,6767.65,1440.75,1305.8,0.7019070654634061,368,193,160,jumping
9,0,2,1,1,121.96944061708426,56.511650716172376,53.02619897539119,6767.65,1440.75,1305.8,0.7019070654634061,368,193,160,jumping
6.2,1,1,1,0,102.172240195988,49.587296760359905,42.525286595154185,4973.75,1364.15,833.0,0.7720661321874918,324,166,150,jumping
6.2,1,1,1,0,102.172240195988,49.587296760359905,42.525286595154185,4973.75,1364.15,833.0,0.7720661321874918,324,166,150,jumping
0.8,1,4,3,2.3333333333333335,140.58307152712234,19.563287612827814,56.27472296195197,8928.9,325.35,1425.4,0.04884809670319741,438,56,192,jumping
0.8,1,4,3,2.3333333333333335,140.58307152712234,19.563287612827814,56.27472296195197,8928.9,325.35,1425.4,0.04884809670319741,438,56,192,jumping
-7.5,1,2,3,1,116.41596874045149,43.90709889452198,40.38770439956531,6155.95,888.65,762.15,0.16112395276646788,333,127,123,jumping
-2.9,2,2,1,0.3333333333333333,99.29333646658604,63.797335367552776,53.6707037818999,4667.75,1832.15,1300.45,0.6169792991822893,301,195,164,jumping
-2.9,2,2,1,0.3333333333333333,99.29333646658604,63.797335367552776,53.6707037818999,4667.75,1832.15,1300.45,0.6169792991822893,301,195,164,jumping
2,2,2,1,0.3333333333333333,122.57315276102584,43.59204820453687,44.47721014432248,6780.1,892.1,892.2,0.2953063731544589,375,128,143,jumping
2,2,2,1,0.3333333333333333,122.57315276102584,43.59204820453687,44.47721014432248,6780.1,892.1,892.2,0.2953063731544589,375,128,143,jumping
2.2,1,2,2,0.3333333333333333,109.91289480513396,17.1412433102801,41.536596982527215,5862.7,224.7,778.8,0.002309648941765219,367,54,136,jumping
2.2,1,2,2,0.3333333333333333,109.91289480513396,17.1412433102801,41.536596982527215,5862.7,224.7,778.8,0.002309648941765219,367,54,136,jumping
10.6,0,2,2,1.3333333333333333,120.73957281870946,39.66302504292323,38.90501253052105,6857.8,722.5,737.3,0.6328137575616455,391,123,139,jumping
10.6,0,2,2,1.3333333333333333,120.73957281870946,39.66302504292323,38.90501253052105,6857.8,722.5,737.3,0.6328137575616455,391,123,139,jumping
15.8,1,1,2,0.3333333333333333,143.41272994790634,60.22513318097907,53.73349875905057,9255.65,1690.5,1424.1,-0.2095659237566171,420,159,187,jumping
15.8,1,1,2,0.3333333333333333,143.41272994790634,60.22513318097907,53.73349875905057,9255.65,1690.5,1424.1,-0.2095659237566171,420,159,187,jumping
-18.2,1,2,3,1,142.4066555872848,61.553951042064625,71.84056421456242,9138.85,1713.0,2488.1,-0.10678758162729246,454,163,255,jumping
-18.2,1,2,3,1,142.4066555872848,61.553951042064625,71.84056421456242,9138.85,1713.0,2488.1,-0.10678758162729246,454,163,255,jumping
-4.7,1,1,3,1.3333333333333333,131.19518961371176,78.9672224547769,46.8710998377465,7762.3,2811.9,999.65,0.4965008340577526,390,202,160,jumping
-4.7,1,1,3,1.3333333333333333,131.19518961371176,78.9672224547769,46.8710998377465,7762.3,2811.9,999.65,0.4965008340577526,390,202,160,jumping
-7.9,2,2,2,0,110.92359732917268,36.83129707795321,52.91807084751127,5688.2,643.25,1291.35,0.3308236341028923,323,114,167,jumping
4.1,1,3,3,1.3333333333333333,93.0532105840524,22.23335832082554,68.85806658143498,4308.35,305.65,2142.05,0.5650899404884367,310,90,227,jumping
4.1,1,3,3,1.3333333333333333,93.0532105840524,22.23335832082554,68.85806658143498,4308.35,305.65,2142.05,0.5650899404884367,310,90,227,jumping
17.4,1,2,2,0.3333333333333333,91.62150402607458,37.83942682206249,64.4363596461225,4030.65,647.2,2019.8,0.8050176829708894,276,117,233,jumping
17.4,1,2,2,0.3333333333333333,91.62150402607458,37.83942682206249,64.4363596461225,4030.65,647.2,2019.8,0.8050176829708894,276,117,233,jumping
-5.8,2,1,2,0.3333333333333333,108.40172200354262,79.44697742659706,92.86884419557627,5288.0,2862.1,3897.9,0.9327723474778739,302,237,254,jumping
-5.8,2,1,2,0.3333333333333333,108.40172200354262,79.44697742659706,92.86884419557627,5288.0,2862.1,3897.9,0.9327723474778739,302,237,254,jumping
9.5,1,1,2,0.3333333333333333,110.76100396800311,89.28387934622415,15.994790818680103,5552.6,3590.35,160.25,0.4096806869389049,305,254,47,jumping
9.5,1,1,2,0.3333333333333333,110.76100396800311,89.28387934622415,15.994790818680103,5552.6,3590.35,160.25,0.4096806869389049,305,254,47,jumping
-1.9,1,1,3,1.3333333333333333,117.08064646976364,41.72995193969062,40.297366883926514,6170.35,783.75,732.55,0.554000435017396,330,117,134,jumping
-1.9,1,1,3,1.3333333333333333,117.08064646976364,41.72995193969062,40.297366883926514,6170.35,783.75,732.55,0.554000435017396,330,117,134,jumping
-0.1,1,2,3,1,118.0016949030818,56.75483337224338,42.36730920047778,6273.2,1457.5,807.75,0.5788563911841469,342,181,143,jumping
-7.3,1,1,3,1.3333333333333333,119.30451234830419,58.93018468210215,45.34080820727492,6406.55,1586.55,951.75,0.38435212639355243,342,187,143,jumping
-6.1,2,0,2,1.3333333333333333,111.81239247557093,62.38268990673615,47.425848554465645,5733.95,1807.4,1030.75,0.3678000434359459,342,191,139,jumping
-6.1,2,0,2,1.3333333333333333,111.81239247557093,62.38268990673615,47.425848554465645,5733.95,1807.4,1030.75,0.3678000434359459,342,191,139,jumping
-5.7,1,0,2,1,105.72164710534294,94.81262222580564,19.102355875650524,5289.6,4141.85,180.45,0.16365956393193498,291,301,58,jumping
-5.7,1,0,2,1,105.72164710534294,94.81262222580564,19.102355875650524,5289.6,4141.85,180.45,0.16365956393193498,291,301,58,jumping
3,1,1,1,0,132.11480697568393,79.77085237659736,30.23243291566195,7854.45,2899.65,415.8,0.8437225478414062,354,239,98,jumping
-1.9,1,0,1,0.3333333333333333,123.12780171657235,85.5037361107039,25.55799505264666,6916.05,3297.9,295.75,0.749857511037698,354,276,83,jumping
-3.7,1,0,3,2.3333333333333335,111.56766755850211,101.84214364506582,34.244383156625524,5610.55,4673.8,534.55,0.7678742234036195,318,269,110,jumping
-3,0,3,2,2.3333333333333335,122.84226561823998,59.983331017875294,61.51241970348572,6971.1,1623.6,1707.2,0.8213812441090957,368,180,189,jumping
-3,0,3,2,2.3333333333333335,122.84226561823998,59.983331017875294,61.51241970348572,6971.1,1623.6,1707.2,0.8213812441090957,368,180,189,jumping
15.2,0,1,2,1,102.17463264213654,88.74564152052139,31.90541577155132,4698.25,4098.55,573.6,0.7067558424249794,288,286,91,jumping
15.2,0,1,2,1,102.17463264213654,88.74564152052139,31.90541577155132,4698.25,4098.55,573.6,0.7067558424249794,288,286,91,jumping
-2.6,0,2,3,2.3333333333333335,103.46577533980339,72.16154716252201,36.875767411976966,5168.45,2345.7,615.3,0.8669716070696285,306,231,139,jumping
5.4,0,3,1,2.3333333333333335,131.19709515754448,45.912477122842716,43.28253432711372,7745.95,974.5,857.6,0.2562053087936555,380,154,158,jumping
5.4,0,3,1,2.3333333333333335,131.19709515754448,45.912477122842716,43.28253432711372,7745.95,974.5,857.6,0.2562053087936555,380,154,158,jumping
-2.2,1,1,2,0.3333333333333333,130.57994571228087,66.02154530488092,58.370083661638404,7676.65,2157.5,1535.6,0.7865606638828966,385,191,168,jumping
-4.7,1,1,2,0.3333333333333333,130.79228655475913,69.7484368602225,58.27721109776388,7793.2,2276.3,1539.35,0.725659954835215,385,191,168,jumping
-12.6,1,2,2,0.3333333333333333,128.43800925824965,68.00400315014143,57.221208189504935,7494.15,2083.25,1552.8,0.7122322579927873,382,180,191,jumping
-12.6,1,2,2,0.3333333333333333,128.43800925824965,68.00400315014143,57.221208189504935,7494.15,2083.25,1552.8,0.7122322579927873,382,180,191,jumping
-4.5,2,1,3,1,100.58804877099246,47.51888513469613,33.712015662075146,4997.1,1019.0,521.55,0.8019355987510466,309,125,96,jumping
-4.5,2,1,3,1,100.58804877099246,47.51888513469613,33.712015662075146,4997.1,1019.0,521.55,0.8019355987510466,309,125,96,jumping
-1.4,2,1,2,0.3333333333333333,130.4293763774949,47.34694639924874,37.15792124313618,7720.3,1011.2,622.3,0.7975835558232858,421,125,98,jumping
8.9,2,1,2,0.3333333333333333,121.80239005135418,49.16423722811351,42.093678596408964,6696.6,1089.15,836.95,0.5868127559307525,408,130,164,jumping
8.9,2,1,2,0.3333333333333333,121.80239005135418,49.16423722811351,42.093678596408964,6696.6,1089.15,836.95,0.5868127559307525,408,130,164,jumping
1.5,0,2,2,1.3333333333333333,118.15061009857997,21.91625474898077,97.6709327850979,6350.25,228.15,4293.95,0.6085834617550488,341,67,336,jumping
1.5,0,2,2,1.3333333333333333,118.15061009857997,21.91625474898077,97.6709327850979,6350.25,228.15,4293.95,0.6085834617550488,341,67,336,jumping
0.9,0,2,2,1.3333333333333333,114.25142838883411,54.127832232800735,47.8085301547282,6064.15,1362.6,1028.95,-0.19208286029531654,317,179,125,jumping
0.9,0,2,2,1.3333333333333333,114.25142838883411,54.127832232800735,47.8085301547282,6064.15,1362.6,1028.95,-0.19208286029531654,317,179,125,jumping
0.1,1,2,2,0.3333333333333333,122.66666666666667,82.62156027467783,36.18916351002819,6843.2,3089.25,589.35,0.31100280836747884,382,222,120,jumping
-3.9,2,2,3,0.3333333333333333,108.87219826730585,70.08574113977186,38.11517632999573,5584.8,2385.25,661.35,0.3743577882246631,343,222,120,jumping
4.9,1,1,2,0.3333333333333333,125.79652883393352,79.74292027091391,38.728255547826805,7121.55,2876.1,686.95,0.32932852551146236,357,213,127,jumping
0,1,1,3,1.3333333333333333,123.34756674625658,75.65043878847557,42.00264541933308,6847.3,2575.75,793.9,0.5143426558812856,343,241,122,jumping
-8.1,1,2,2,0.3333333333333333,118.08113971145247,57.032544315602046,59.41838473439382,6339.4,1474.3,1621.55,0.6186884284762947,336,177,189,jumping
-8.1,1,2,2,0.3333333333333333,118.08113971145247,57.032544315602046,59.41838473439382,6339.4,1474.3,1621.55,0.6186884284762947,336,177,189,jumping
-18.3,1,3,0,2.3333333333333335,106.67479135724199,25.814724480420082,52.542152390036115,5268.7,311.4,1409.75,0.7309917874269769,337,73,156,jumping
-18.3,1,3,0,2.3333333333333335,106.67479135724199,25.814724480420082,52.542152390036115,5268.7,311.4,1409.75,0.7309917874269769,337,73,156,jumping
11.2,1,1,2,0.3333333333333333,106.33913254823509,76.6333260838042,48.05043646466122,5315.45,2863.2,1101.7,0.131863292403705,330,242,124,jumping
-7.4,2,1,1,0.3333333333333333,117.3136347100749,60.184531050576254,49.94930763617583,6299.7,1635.1,1150.1,0.8757084196802094,349,189,173,jumping
-18.2,2,2,2,0,114.91296223180781,52.49804229154116,37.99649106606205,5973.45,1275.5,815.3,0.8345944011804409,349,152,121,jumping
18.9,0,1,2,1,78.79516341614996,35.73995585398007,35.41327434734043,3234.95,780.85,742.95,0.5949686810270307,243,122,115,jumping
18.9,0,1,2,1,78.79516341614996,35.73995585398007,35.41327434734043,3234.95,780.85,742.95,0.5949686810270307,243,122,115,jumping
-1.8,1,2,1,0.3333333333333333,105.52140383195565,54.38790715264235,49.8437558777426,5093.85,1345.7,1119.6,0.8619613361606883,327,176,173,jumping
-1,1,2,3,1,115.3670952510579,87.26944227824282,40.69944034559252,6018.95,3431.1,745.9,0.3961352225576922,314,260,144,jumping
6,1,1,2,0.3333333333333333,118.43516744991283,82.93243568646038,43.32051092342595,6344.1,3104.25,862.5,0.7964661588684775,334,248,139,jumping
6,1,1,2,0.3333333333333333,118.43516744991283,82.93243568646038,43.32051092342595,6344.1,3104.25,862.5,0.7964661588684775,334,248,139,jumping
-0.4,1,1,2,0.3333333333333333,99.07937334391161,73.67383072253901,52.55938440363328,4717.65,2457.65,1243.2,0.3677447382250256,263,253,180,jumping
-0.4,1,1,2,0.3333333333333333,99.07937334391161,73.67383072253901,52.55938440363328,4717.65,2457.65,1243.2,0.3677447382250256,263,253,180,jumping
-7,1,0,1,0.3333333333333333,119.9520274480131,73.56448418451212,21.68973131332992,6528.9,2493.6,236.2,0.8383503282891026,332,198,53,jumping
-8.4,1,0,1,0.3333333333333333,115.24968064549633,76.84790172802379,20.608520352298733,6066.9,2692.8,226.4,0.7784336992309814,302,222,51,jumping
-1.9,1,0,3,2.3333333333333335,122.17564769171018,55.66367257417035,32.21955927693611,6721.6,1412.3,468.95,0.7018095579644351,323,176,103,jumping
8.9,0,1,1,0.3333333333333333,90.13298816501955,66.60405393067302,45.26330375333496,3915.7,2004.65,961.55,0.6296476656720802,271,223,152,jumping
9.8,0,1,2,1,100.29644947742555,82.72370344170473,32.27589399742993,4591.7,3261.85,516.8,0.7245243754397795,292,265,112,jumping
5.5,0,1,2,1,98.18491624367654,66.11135387443757,39.12160528403711,4416.25,2320.6,703.85,0.8571818666000978,281,190,126,jumping
-1.4,1,2,3,1,113.44332897481847,62.80481227138924,41.71916692467491,5801.35,1815.5,784.2,0.8263688276694352,284,155,109,jumping
-1.4,1,2,3,1,113.44332897481847,62.80481227138924,41.71916692467491,5801.35,1815.5,784.2,0.8263688276694352,284,155,109,jumping
1.1,1,1,3,1.3333333333333333,130.65714251003996,68.12211257897263,46.753371833246185,7682.1,2097.1,984.25,0.5385835793638806,378,188,127,jumping
1.1,1,1,3,1.3333333333333333,130.65714251003996,68.12211257897263,46.753371833246185,7682.1,2097.1,984.25,0.5385835793638806,378,188,127,jumping
-11.2,1,1,2,0.3333333333333333,122.4846929211973,64.96503332990413,44.83500616457834,6754.25,1987.65,967.3,0.09191142450862338,310,181,152,jumping
-11.2,1,1,2,0.3333333333333333,122.4846929211973,64.96503332990413,44.83500616457834,6754.25,1987.65,967.3,0.09191142450862338,310,181,152,jumping
-0.2,2,2,1,0.3333333333333333,117.8440117745111,34.46431326588256,55.22841458685717,6409.45,572.35,1372.6,0.5288988910614888,336,95,149,jumping
-0.2,2,2,1,0.3333333333333333,117.8440117745111,34.46431326588256,55.22841458685717,6409.45,572.35,1372.6,0.5288988910614888,336,95,149,jumping
0.2,2,1,1,0.3333333333333333,101.15356861942362,49.06560234352915,35.269754118161295,4927.0,1134.35,559.8,0.3939187458669183,264,157,114,jumping
0.2,2,1,1,0.3333333333333333,101.15356861942362,49.06560234352915,35.269754118161295,4927.0,1134.35,559.8,0.3939187458669183,264,157,114,jumping
3.7,1,2,2,0.3333333333333333,123.77439153556764,57.68968711996972,60.11664587376038,6919.25,1657.85,1633.15,0.5353956039879373,367,156,168,jumping
3.7,1,2,2,0.3333333333333333,123.77439153556764,57.68968711996972,60.11664587376038,6919.25,1657.85,1633.15,0.5353956039879373,367,156,168,jumping
-21.1,1,3,1,1.3333333333333333,121.49481013149857,58.12486559124245,59.33417602397833,6682.05,1526.45,1806.85,0.8350913552730959,325,157,176,jumping
-22.8,1,2,1,0.3333333333333333,115.19066320187973,59.4045452806433,59.858722561266426,5979.0,1622.45,1872.3,0.77762899874247,325,157,176,jumping
8.5,2,2,2,0,131.72631560254854,52.53157780484674,59.83727934991697,7837.2,1241.85,1647.35,0.6084279543694896,396,154,162,jumping
13.1,0,2,1,1,106.13911207048564,48.003356364135854,42.19123131647144,5194.3,1259.55,886.85,0.8106205879763838,336,147,130,jumping
6,1,1,1,0,114.64268160002385,84.28496636741072,42.57542327055207,5935.45,3208.3,833.7,0.8725171568095069,313,270,147,jumping
3.6,1,1,1,0,114.64844816510455,85.11619509039785,43.858864554386265,5935.4,3264.35,872.1,0.8031276470221257,313,270,147,jumping
-8.2,1,1,2,0.3333333333333333,115.0505203040048,85.32656223136043,34.418341363613415,5965.3,3324.3,566.7,0.5398016772195785,332,247,112,jumping
-4.9,1,1,2,0.3333333333333333,115.15694604418017,84.97849401139351,33.88690340267494,5987.35,3287.45,528.75,0.5834913538792512,332,247,112,jumping
8.6,1,1,2,0.3333333333333333,120.11772003608237,80.28421735033328,53.093627991815865,6499.2,2905.0,1305.5,0.7979256523745665,322,239,170,jumping
-6.6,1,2,2,0.3333333333333333,109.15412141656503,40.36624001976569,55.85139011499873,5378.4,738.05,1425.5,0.5345136352906612,295,125,173,jumping
2.9,1,1,2,0.3333333333333333,128.7171317268995,76.1723192650862,46.31642377290275,7459.85,2683.0,969.55,0.7150041159181315,396,222,147,jumping
