mean_z,APF_x, APF_y, APF_z,VarAPF,STD_x, STD_y, STD_z,RMS_x, RMS_y, RMS_z,Corr_z_y,MinMax_x, MinMax_y, MinMax_z,type
5.3,2,2,3,0.3333333333333333,6.129165250396392,4.08248290463863,11.076000080253602,20.55,39.5,69.25,0.3907034893067522,21,11,35,walking
5.3,2,2,3,0.3333333333333333,6.129165250396392,4.08248290463863,11.076000080253602,20.55,39.5,69.25,0.3907034893067522,21,11,35,walking
-9.7,3,3,3,0,12.337837015547832,8.495750571772795,6.8645627844912465,109.0,46.0,68.25,-0.18213807738325855,39,24,23,walking
-2.2,2,1,3,1,17.732894731418092,20.967964983649594,5.370702416299422,150.75,197.85,15.4,-0.2425224780329722,47,69,20,walking
-2.2,2,1,3,1,18.069003538902994,20.967964983649594,5.370702416299422,157.5,197.85,15.4,-0.2425224780329722,48,69,20,walking
0.6,1,1,2,0.3333333333333333,23.2820865807933,18.04315813696581,12.598059815348993,244.05,146.5,71.6,-0.7293065133271271,76,58,41,walking
1.7,1,1,2,0.3333333333333333,31.5849823668007,18.919713411031246,11.411982007229652,504.05,162.7,60.05,-0.7057420649907896,101,58,40,walking
0.3,1,2,1,0.3333333333333333,38.08703483105796,13.182901383568371,12.311241475442948,657.9,89.25,68.25,-0.021839129350610713,123,39,39,walking
1,1,1,1,0,44.942061466836265,25.143145741489423,16.11762320498211,928.75,301.3,117.4,-0.11543007423097053,123,81,55,walking
1,1,1,1,0,44.942061466836265,25.143145741489423,16.11762320498211,928.75,301.3,117.4,-0.11543007423097053,123,81,55,walking
-3.8,2,1,1,0.3333333333333333,26.24753956723055,25.609026186526933,11.419281938896159,354.2,298.5,65.9,0.5132354930700352,76,85,46,walking
2,1,1,1,0,13.704824778968254,14.914944034610238,10.81151649348457,459.9,106.95,54.6,-0.12058333635690183,44,40,31,walking
5.4,3,2,2,0.3333333333333333,35.497887261075135,30.20007358342765,23.15743221228698,678.05,411.4,255.9,0.19262161317739007,106,91,79,walking
5.4,3,2,2,0.3333333333333333,35.497887261075135,30.20007358342765,23.15743221228698,678.05,411.4,255.9,0.19262161317739007,106,91,79,walking
-6.3,1,1,2,0.3333333333333333,31.149995541287357,16.22104257506965,13.499382701936163,444.25,182.25,101.85,0.15024610571603741,87,57,39,walking
-5.2,1,2,2,0.3333333333333333,31.06695278838199,12.761051854939092,12.968337510173683,440.8,160.4,89.2,0.4475607795640508,87,44,39,walking
3.8,1,2,1,0.3333333333333333,25.664502073226878,9.566144004305555,8.038794823990859,298.4,48.4,36.3,-0.022251041971938806,71,30,25,walking
3.8,1,2,1,0.3333333333333333,25.664502073226878,9.566144004305555,8.038794823990859,298.4,48.4,36.3,-0.022251041971938806,71,30,25,walking
5.6,2,2,1,0.3333333333333333,10.146154170149616,7.430417963419764,8.771164878927618,47.45,36.85,50.3,-0.6041999503379805,31,24,24,walking
5.6,2,2,1,0.3333333333333333,10.146154170149616,7.430417963419764,8.771164878927618,47.45,36.85,50.3,-0.6041999503379805,31,24,24,walking
2.4,2,2,2,0,10.368756488176926,8.841819822738856,9.16757571250134,50.0,54.4,40.7,-0.8523383750361659,31,25,30,walking
-16.1,1,2,2,0.3333333333333333,16.20150884605779,17.939713858736244,11.28863735502799,121.0,172.95,186.95,-0.3607415893656549,51,60,39,walking
-16.1,1,2,2,0.3333333333333333,16.20150884605779,17.939713858736244,11.28863735502799,121.0,172.95,186.95,-0.3607415893656549,51,60,39,walking
5.7,1,2,2,0.3333333333333333,37.402317218767784,16.98496066786405,10.914312723310719,675.6,186.0,69.85,0.2902159898874303,108,51,38,walking
5.7,1,2,2,0.3333333333333333,37.402317218767784,16.98496066786405,10.914312723310719,675.6,186.0,69.85,0.2902159898874303,108,51,38,walking
1.9,1,2,2,0.3333333333333333,29.649995315720073,17.762632437538958,10.629623177182195,409.65,266.8,52.65,0.4747863035686051,96,58,40,walking
1.9,1,2,2,0.3333333333333333,29.649995315720073,17.762632437538958,10.629623177182195,409.65,266.8,52.65,0.4747863035686051,96,58,40,walking
-3.1,2,1,1,0.3333333333333333,35.084817862494944,13.275290329530776,17.419337913173777,557.05,113.75,141.35,0.2977579150953002,115,45,48,walking
-3.1,2,1,1,0.3333333333333333,35.084817862494944,13.275290329530776,17.419337913173777,557.05,113.75,141.35,0.2977579150953002,115,45,48,walking
2.5,1,2,2,0.3333333333333333,32.962773615769116,26.02157224731477,13.914420976494535,493.75,311.55,90.25,0.740024476998895,93,92,34,walking
2.5,1,2,2,0.3333333333333333,32.962773615769116,26.02157224731477,13.914420976494535,493.75,311.55,90.25,0.740024476998895,93,92,34,walking
-4.1,2,1,2,0.3333333333333333,18.36693889695407,16.780941570722423,12.818822965554295,204.85,126.9,82.35,0.045144458510992816,54,51,42,walking
3.9,1,1,2,0.3333333333333333,15.984714921171134,11.656662377274971,12.801475609388856,339.7,61.75,81.35,0.24787745860816235,54,38,39,walking
3.9,1,1,2,0.3333333333333333,15.984714921171134,11.656662377274971,12.801475609388856,339.7,61.75,81.35,0.24787745860816235,54,38,39,walking
-1.7,3,2,2,0.3333333333333333,13.324997394204456,26.94108799254815,10.842816362304891,192.4,342.3,54.35,0.25301862908013173,39,73,40,walking
0.4,1,1,2,0.3333333333333333,31.861680223532886,15.401659362260649,13.434615323442978,471.95,157.75,81.3,0.1870866882515507,87,53,50,walking
0.4,1,1,2,0.3333333333333333,31.861680223532886,15.401659362260649,13.434615323442978,471.95,157.75,81.3,0.1870866882515507,87,53,50,walking
-0.4,1,2,2,0.3333333333333333,31.33617008435389,13.687382673266809,13.696714934611146,453.4,159.95,84.5,0.21028305373360365,87,47,50,walking
-1,1,1,2,0.3333333333333333,28.554820569875375,12.582615873586153,4.69041575982343,367.0,76.05,10.4,0.8773262590569415,78,37,14,walking
-1,1,1,2,0.3333333333333333,28.554820569875375,12.582615873586153,4.69041575982343,367.0,76.05,10.4,0.8773262590569415,78,37,14,walking
1.3,1,1,2,0.3333333333333333,17.32724251960863,11.820885471627468,14.659467930317254,161.75,65.3,97.55,-0.2132610376875361,54,32,40,walking
1.3,1,1,2,0.3333333333333333,17.32724251960863,11.820885471627468,14.659467930317254,161.75,65.3,97.55,-0.2132610376875361,54,32,40,walking
-4.3,2,2,1,0.3333333333333333,19.02191718343168,17.11269833908272,8.654478609367523,207.95,165.4,42.95,-0.5599763916461182,72,54,22,walking
-4.3,2,2,1,0.3333333333333333,19.02191718343168,17.11269833908272,8.654478609367523,207.95,165.4,42.95,-0.5599763916461182,72,54,22,walking
3.9,2,0,2,1.3333333333333333,21.119764308449195,17.532192611814924,6.4713041790490555,202.0,138.5,26.45,0.3247461157181977,55,60,21,walking
3.9,2,0,2,1.3333333333333333,21.119764308449195,17.532192611814924,6.4713041790490555,202.0,138.5,26.45,0.3247461157181977,55,60,21,walking
0.4,1,1,2,0.3333333333333333,15.470760952339882,17.37047303136369,5.834761729877617,113.15,147.3,15.4,0.20040055082911745,44,64,21,walking
-0.9,1,1,2,0.3333333333333333,19.479048573617074,11.580155439371271,6.367451958550173,170.75,60.35,18.65,0.12039936710058417,60,37,21,walking
2.4,2,2,1,0.3333333333333333,28.616428847779034,14.935416521365136,14.0174494430652,369.95,117.2,91.3,0.48890567981780775,86,42,40,walking
2.4,2,2,1,0.3333333333333333,28.616428847779034,14.935416521365136,14.0174494430652,369.95,117.2,91.3,0.48890567981780775,86,42,40,walking
-3.2,1,1,2,0.3333333333333333,26.06594201891298,21.97068754297669,11.163432367431723,307.95,217.4,61.2,0.7507425338124905,71,76,40,walking
-3.2,1,1,2,0.3333333333333333,26.06594201891298,21.97068754297669,11.163432367431723,307.95,217.4,61.2,0.7507425338124905,71,76,40,walking
-3.9,2,1,1,0.3333333333333333,23.9538908924811,15.71835445161696,12.511772234357707,322.05,113.6,78.05,0.6761657417758921,74,58,45,walking
-1,2,1,0,1,29.88570821572672,16.153431008096494,15.90248058916875,429.3,118.4,114.3,0.36809286167244737,103,58,59,walking
6.5,1,1,1,0,12.077987323133675,12.47219128924647,12.0761472884912,309.85,70.5,86.75,0.2670514231099209,39,33,33,walking
1,2,3,2,0.3333333333333333,29.67902364371922,29.18447075643712,18.915014612148145,521.2,400.1,161.5,0.6616048671465926,80,103,68,walking
1,2,3,2,0.3333333333333333,29.67902364371922,29.18447075643712,18.915014612148145,521.2,400.1,161.5,0.6616048671465926,80,103,68,walking
-3.3,2,1,1,0.3333333333333333,25.123030602749076,12.254704312131638,17.042756688856283,312.15,125.9,136.15,0.7089483871456828,80,39,50,walking
-3.3,2,1,1,0.3333333333333333,25.123030602749076,12.254704312131638,17.042756688856283,312.15,125.9,136.15,0.7089483871456828,80,39,50,walking
0.7,2,2,2,0,25.609026186526933,15.449199907366653,9.310090105781887,305.7,107.65,39.25,0.041792165836982545,75,55,29,walking
0.7,2,2,2,0,25.609026186526933,15.449199907366653,9.310090105781887,305.7,107.65,39.25,0.041792165836982545,75,55,29,walking
-5.9,2,2,2,0,18.941136889497066,8.628119403696523,15.452076451618622,173.45,65.5,124.85,0.07500617263694533,49,30,43,walking
5.2,1,2,3,1,10.956479564369408,10.864826019980459,13.423031616508164,191.8,56.5,94.6,0.3148070241334464,26,34,45,walking
3.9,1,2,1,0.3333333333333333,18.748629579548236,9.893319856235205,12.251530516633421,206.2,46.25,75.15,0.6106108651465285,49,29,42,walking
1.7,1,2,2,0.3333333333333333,19.096538371594413,11.719404611346281,12.009718287009623,227.95,68.65,66.35,0.3482219792039105,49,37,42,walking
-3.8,1,2,2,0.3333333333333333,24.775435863415645,20.309822473101256,10.706176825656403,286.8,196.2,58.8,-0.17210323512638276,78,57,38,walking
-3.8,1,2,2,0.3333333333333333,24.775435863415645,20.309822473101256,10.706176825656403,286.8,196.2,58.8,-0.17210323512638276,78,57,38,walking
1.6,1,1,2,0.3333333333333333,21.2184406171194,22.430138455014294,8.408989898383224,220.6,226.9,33.1,0.6733299551453054,61,83,24,walking
1.5,1,0,2,1,20.975117533772142,24.078575077810935,8.527732536977355,205.2,268.9,33.85,0.46536271915476113,61,83,24,walking
-1.7,2,1,2,0.3333333333333333,11.74544829095746,14.445683707522388,10.719141756689293,73.6,116.35,53.15,-0.11488166110167553,42,53,38,walking
-1.7,2,1,2,0.3333333333333333,11.74544829095746,14.445683707522388,10.719141756689293,73.6,116.35,53.15,-0.11488166110167553,42,53,38,walking
6.4,1,3,2,1,30.627692625393045,13.560154046978147,12.851286144022922,477.25,106.55,94.8,0.044376752092034566,93,38,41,walking
6.4,1,3,2,1,30.627692625393045,13.560154046978147,12.851286144022922,477.25,106.55,94.8,0.044376752092034566,93,38,41,walking
-7.9,2,2,1,0.3333333333333333,15.593445916652149,25.02465450976963,13.601062050034507,163.5,295.85,114.45,0.35475313769415556,55,84,48,walking
-7.9,2,2,1,0.3333333333333333,15.593445916652149,25.02465450976963,13.601062050034507,163.5,295.85,114.45,0.35475313769415556,55,84,48,walking
4.8,1,2,2,0.3333333333333333,24.55492709100242,21.878452108562588,10.019980039900279,272.45,247.4,56.7,0.1439436071281402,84,67,29,walking
4.8,1,2,2,0.3333333333333333,24.55492709100242,21.878452108562588,10.019980039900279,272.45,247.4,56.7,0.1439436071281402,84,67,29,walking
0.6,1,2,2,0.3333333333333333,23.075961518428652,18.601373903857507,8.221921916437786,254.75,155.95,30.6,0.5585377030821891,58,59,27,walking
-3.5,1,2,3,1,22.667647037622192,18.8340707820222,13.318742016004698,232.2,160.75,85.95,0.20884870306258985,58,59,50,walking
-3.7,1,2,2,0.3333333333333333,10.706176825656403,21.460299262695393,12.979042936809924,85.2,212.05,82.65,-0.12697425873812493,32,67,47,walking
-3.7,1,2,2,0.3333333333333333,10.706176825656403,21.460299262695393,12.979042936809924,85.2,212.05,82.65,-0.12697425873812493,32,67,47,walking
-0.4,1,2,3,1,17.18009183780912,10.213825053437239,3.272783388968954,284.2,48.75,4.9,-0.6634563429019524,54,28,10,walking
-0.4,1,2,3,1,17.18009183780912,10.213825053437239,3.272783388968954,284.2,48.75,4.9,-0.6634563429019524,54,28,10,walking
3.1,2,2,2,0,21.950702342597907,16.629625505237467,16.2511538051918,271.95,129.25,123.65,0.07108628429525005,69,50,60,walking
3.1,2,2,2,0,21.950702342597907,16.629625505237467,16.2511538051918,271.95,129.25,123.65,0.07108628429525005,69,50,60,walking
-9.2,2,2,1,0.3333333333333333,19.089263998384013,18.826694995257252,12.16369826802505,175.5,160.0,108.9,0.21057533231735268,72,55,35,walking
-9.2,2,2,1,0.3333333333333333,19.089263998384013,18.826694995257252,12.16369826802505,175.5,160.0,108.9,0.21057533231735268,72,55,35,walking
9.1,0,1,2,1,25.910315406116624,18.081605140154025,5.10881590977792,321.95,157.25,53.15,0.23394828265626738,64,70,15,walking
-1.7,2,3,2,0.3333333333333333,16.924997948465325,13.469719126000117,14.283245818479465,132.55,114.45,93.25,0.1984959144540019,54,49,44,walking
-0.4,1,1,2,0.3333333333333333,29.88886823625887,12.438292129995626,17.063280914160547,403.45,84.2,131.1,0.5896941767306108,91,40,51,walking
3.7,1,1,1,0,29.676964504851608,23.5457002444183,9.569047322835575,402.45,258.3,48.05,0.8223734178276736,83,87,28,walking
-0.8,1,1,2,0.3333333333333333,18.208667044996883,9.418657606639659,11.573917035971682,157.2,42.8,60.6,0.276425307513348,54,32,43,walking
-0.8,1,1,2,0.3333333333333333,18.208667044996883,9.418657606639659,11.573917035971682,157.2,42.8,60.6,0.276425307513348,54,32,43,walking
2.4,2,2,2,0,25.846555755930893,13.435028842544403,7.530677998102901,303.5,84.35,28.4,0.17241873788656378,78,35,22,walking
2.4,2,2,2,0,25.846555755930893,13.435028842544403,7.530677998102901,303.5,84.35,28.4,0.17241873788656378,78,35,22,walking
-1.6,1,2,2,0.3333333333333333,14.974051630144135,14.79526951427381,8.289216555930428,101.4,99.35,32.2,0.4047942068008224,42,49,30,walking
-2.1,1,3,3,1.3333333333333333,14.690889088895274,15.742370286021805,8.399074023036375,97.2,111.7,33.95,0.43059113003413385,42,49,30,walking
-2.3,2,1,2,0.3333333333333333,12.851286144022923,10.371435130523965,6.183310871477621,90.0,48.45,19.85,0.3605534320031706,41,29,19,walking
-2.3,2,1,2,0.3333333333333333,12.851286144022923,10.371435130523965,6.183310871477621,90.0,48.45,19.85,0.3605534320031706,41,29,19,walking
1,1,2,2,0.3333333333333333,12.404748194855781,11.61464592658769,8.273115763993903,110.65,74.75,31.3,0.7088313038408214,35,30,30,walking
1,2,2,2,0,11.832629087025044,10.883728936148472,8.273115763993903,110.05,58.75,31.3,0.583675968993288,35,30,30,walking
4.6,2,0,1,1,7.519604008486381,7.857056276579247,10.77239269820983,33.85,28.1,62.8,-0.7537869910194055,24,27,29,walking
5.3,2,0,1,1,7.842901957254796,8.685236515681845,10.220350070107948,34.9,33.95,61.05,-0.7426503971879961,24,27,29,walking
13.7,1,2,2,0.3333333333333333,7.9337534902746025,8.2334008094401,12.561404733901734,31.45,37.35,164.85,-0.6071071268355744,26,27,36,walking
0.1,2,2,3,0.3333333333333333,28.454447026002025,15.733898294941262,6.903300337922112,413.35,123.9,21.45,0.3416731490910512,85,56,24,walking
-8.9,1,1,4,3,8.289216555930428,5.792715732327589,8.184674024595536,46.6,65.1,69.75,-0.1265516017686936,25,19,27,walking
0.5,2,2,2,0,36.55148575791566,28.253023437029412,11.63567311713804,644.45,375.45,61.05,0.19653991678900162,107,99,34,walking
-3.6,2,1,1,0.3333333333333333,17.058396433688863,12.356284950492919,9.131143289740765,133.15,98.35,44.0,0.8408152267975029,47,41,32,walking
10,1,0,2,1,18.481522303821908,15.831052467294214,7.0710678118654755,153.95,143.2,72.5,-0.4397100848513997,50,44,23,walking
-1.6,1,1,3,1.3333333333333333,12.194716524426106,10.499206319209721,14.354248306492558,102.2,143.45,94.0,-0.776187138470782,39,32,37,walking
-1.6,1,1,3,1.3333333333333333,12.194716524426106,10.499206319209721,14.354248306492558,102.2,143.45,94.0,-0.776187138470782,39,32,37,walking
-6.3,1,1,2,0.3333333333333333,19.493873681521357,9.50789145920377,13.367040726270634,303.85,40.7,100.25,-0.33693778334883884,59,33,38,walking
-6.3,1,1,2,0.3333333333333333,19.493873681521357,9.50789145920377,13.367040726270634,303.85,40.7,100.25,-0.33693778334883884,59,33,38,walking
2.1,2,1,2,0.3333333333333333,14.071642090072896,19.590247006553486,12.10555428076073,146.35,172.7,68.15,0.4418192071690028,39,57,41,walking
0.3,1,1,2,0.3333333333333333,22.3668902124944,19.106717841289925,9.638464608017193,226.25,187.4,41.85,0.027391725839526062,62,51,27,walking
0.3,1,1,2,0.3333333333333333,22.3668902124944,19.106717841289925,9.638464608017193,226.25,187.4,41.85,0.027391725839526062,62,51,27,walking
0.5,0,1,1,0.3333333333333333,32.586466175051534,27.341665396728608,9.336309049440612,479.65,339.05,39.35,0.6822834811582428,89,102,30,walking
0.5,0,1,1,0.3333333333333333,32.586466175051534,27.341665396728608,9.336309049440612,479.65,339.05,39.35,0.6822834811582428,89,102,30,walking
-0.7,1,1,2,0.3333333333333333,15.732485852881327,20.493901531919196,14.016260398392845,124.9,197.0,88.65,0.377915976067991,57,69,46,walking
2.5,1,3,2,1,28.055500550001085,13.133502536981096,11.825114516711174,596.2,78.6,66.05,-0.12019346481342032,101,37,44,walking
2.5,1,3,2,1,28.055500550001085,13.133502536981096,11.825114516711174,596.2,78.6,66.05,-0.12019346481342032,101,37,44,walking
-2.2,1,2,2,0.3333333333333333,34.168861718106896,27.053239690982995,12.673682267684567,650.2,342.35,74.7,0.5811177290443015,104,95,37,walking
-2.2,1,2,2,0.3333333333333333,34.168861718106896,27.053239690982995,12.673682267684567,650.2,342.35,74.7,0.5811177290443015,104,95,37,walking
-7.4,2,1,1,0.3333333333333333,14.860835926839528,15.791699648162568,10.079682534683322,103.3,189.1,73.1,0.5552228715933194,47,52,30,walking
-7.4,2,1,1,0.3333333333333333,14.860835926839528,15.791699648162568,10.079682534683322,103.3,189.1,73.1,0.5552228715933194,47,52,30,walking
-6.9,3,1,1,1.3333333333333333,16.857573306314816,16.593171286204857,10.492854711659739,158.3,195.9,73.35,0.6202984553535249,52,56,30,walking
15.3,1,2,1,0.3333333333333333,22.525047786359472,11.500724614852174,7.318925239860472,229.3,59.7,141.15,-0.8939267319447441,62,38,20,walking
15.3,1,2,1,0.3333333333333333,22.525047786359472,11.500724614852174,7.318925239860472,229.3,59.7,141.15,-0.8939267319447441,62,38,20,walking
-6.6,2,3,2,0.3333333333333333,4.222953153106642,8.310635755865292,13.517067400553683,74.15,155.9,104.0,0.04826814237108301,14,26,39,walking
-6.6,2,3,2,0.3333333333333333,4.222953153106642,8.310635755865292,13.517067400553683,74.15,155.9,104.0,0.04826814237108301,14,26,39,walking
-9.1,2,3,3,0.3333333333333333,6.723920813863821,10.024414640710393,12.368867728651999,106.15,148.9,110.25,0.20288266720688836,24,26,39,walking
-0.5,1,2,2,0.3333333333333333,24.725380572287346,11.08001203368781,12.860361149240285,363.55,57.45,74.55,-0.1165749630260313,68,38,42,walking
-0.5,1,2,2,0.3333333333333333,24.725380572287346,11.08001203368781,12.860361149240285,363.55,57.45,74.55,-0.1165749630260313,68,38,42,walking
0.8,2,2,2,0,20.225396576252013,11.08552609887726,11.8490505948789,360.8,57.3,63.5,-0.127730489109413,58,38,42,walking
-2.3,2,1,1,0.3333333333333333,16.056843470066656,20.71204695072143,9.357706271660094,125.7,193.05,42.05,0.508898627412221,58,67,30,walking
