mean_z,APF_x, APF_y, APF_z,VarAPF,STD_x, STD_y, STD_z,RMS_x, RMS_y, RMS_z,Corr_z_y,MinMax_x, MinMax_y, MinMax_z,type
-2.3,2,1,1,0.3333333333333333,16.056843470066656,20.71204695072143,9.357706271660094,125.7,193.05,42.05,0.508898627412221,58,67,30,walking
4,2,1,2,0.3333333333333333,32.884308990425474,20.13537517240077,10.728984626287387,507.1,199.85,59.8,-0.17229947280025684,97,55,40,walking
0.6,2,1,3,1,35.45012145410945,21.4323224230237,10.167486305758064,600.8,212.15,46.7,0.20691248807922286,103,78,32,walking
0.6,2,1,3,1,35.45012145410945,21.4323224230237,10.167486305758064,600.8,212.15,46.7,0.20691248807922286,103,78,32,walking
-2.9,1,2,4,2.3333333333333335,15.509495299475237,21.13028369163294,9.768998583955948,147.85,229.8,47.15,-0.21240229108595463,47,59,29,walking
-2.9,1,2,4,2.3333333333333335,15.509495299475237,21.13028369163294,9.768998583955948,147.85,229.8,47.15,-0.21240229108595463,47,59,29,walking
0.6,1,2,3,1,18.757220831811235,11.935009193312105,5.541760650832108,389.45,64.1,14.0,-0.5409322066651977,64,42,18,walking
-3,3,3,2,0.3333333333333333,16.26721310557596,16.1603080278674,8.781293248212995,277.5,144.9,39.2,0.07125096782289822,51,54,29,walking
-3.2,3,3,2,0.3333333333333333,16.931233465600393,12.556096350201983,8.676917015212771,273.5,121.95,39.0,0.24088918388076583,52,49,29,walking
16.7,1,2,2,0.3333333333333333,13.157591809378424,12.651306476232229,15.42760872951836,112.35,177.15,246.55,-0.796133628482105,42,40,44,walking
16.7,1,2,2,0.3333333333333333,13.157591809378424,12.651306476232229,15.42760872951836,112.35,177.15,246.55,-0.796133628482105,42,40,44,walking
-7.5,2,1,1,0.3333333333333333,13.712929827153802,5.316640543300503,8.897565210026093,95.2,23.3,63.75,-0.1315337007054591,47,14,26,walking
-7.5,2,1,1,0.3333333333333333,13.712929827153802,5.316640543300503,8.897565210026093,95.2,23.3,63.75,-0.1315337007054591,47,14,26,walking
-7.7,1,3,2,1,25.90259532256265,6.740425308044985,12.018966492821068,347.05,39.05,94.65,-0.6491417919517829,85,23,38,walking
-7.7,1,3,2,1,25.90259532256265,6.740425308044985,12.018966492821068,347.05,39.05,94.65,-0.6491417919517829,85,23,38,walking
0.4,2,2,2,0,18.074229659318203,26.914680009244027,15.600569790164005,286.45,329.9,109.6,0.2413892230960388,52,72,56,walking
-0.4,1,1,2,0.3333333333333333,27.236413534498666,33.42005385992069,8.044321668799123,333.9,529.25,29.2,0.20177097459819818,78,93,23,walking
-0.4,1,1,2,0.3333333333333333,27.236413534498666,33.42005385992069,8.044321668799123,333.9,529.25,29.2,0.20177097459819818,78,93,23,walking
-2.6,1,2,1,0.3333333333333333,35.91177460883207,10.075272259900034,13.898041428760944,870.75,52.9,90.3,0.6568595522838276,95,33,37,walking
-2.6,1,2,1,0.3333333333333333,35.91177460883207,10.075272259900034,13.898041428760944,870.75,52.9,90.3,0.6568595522838276,95,33,37,walking
4.8,2,2,2,0,33.19454439780395,19.614053918328846,6.713171133426189,513.25,208.4,31.8,0.055862503738373884,89,78,19,walking
4.8,2,2,2,0,33.19454439780395,19.614053918328846,6.713171133426189,513.25,208.4,31.8,0.055862503738373884,89,78,19,walking
6.5,2,2,2,0,31.18136908119619,19.335919367275448,6.381396573025549,437.65,193.45,39.45,-0.011256074074148813,89,78,19,walking
-3.6,3,2,2,0.3333333333333333,13.666260156555877,13.936761938604437,19.13228800861111,86.25,130.65,171.2,-0.3659503203956546,37,43,55,walking
-3.6,3,2,2,0.3333333333333333,13.666260156555877,13.936761938604437,19.13228800861111,86.25,130.65,171.2,-0.3659503203956546,37,43,55,walking
-2.4,2,2,2,0,21.32708241753767,10.104454463255303,11.529671865813585,267.4,77.15,62.7,-0.7242662780631246,63,36,35,walking
0,1,3,2,1,13.583077707206124,4.29987079909256,9.649409884086753,203.15,85.2,41.9,0.18477806737801555,36,13,28,walking
0,1,3,2,1,13.583077707206124,4.29987079909256,9.649409884086753,203.15,85.2,41.9,0.18477806737801555,36,13,28,walking
